"idx_condition","idx_trial","T_fm","T_fu","T_rm","T_ru","R_fm","R_fu","R_rm","R_ru","f_halt","r_halt","n_items"
14,11,1,1,1,1,1,1,1,1,1,4,8
15,11,2,1,2,1,2,1,2,1,4,5,8
16,11,2,1,3,1,3,1,3,1,3,4,8
17,11,1,1,1,1,1,1,1,1,1,5,8
18,11,1,1,1,1,2,1,2,1,1,4,8
19,11,2,1,2,1,2,1,1,1,3,4,8
20,11,1,1,1,1,3,1,1,1,3,4,8
21,11,2,2,2,2,2,2,2,2,2,4,8
22,11,2,2,2,2,2,2,2,2,2,3,8
23,11,2,2,3,2,3,2,3,2,2,4,8
24,11,2,2,2,2,3,2,3,2,2,4,8
25,11,1,1,2,1,2,1,2,1,2,4,8
26,11,2,2,2,2,2,2,2,2,2,3,8
27,11,2,2,3,2,3,2,3,2,2,4,8
28,11,2,2,2,2,2,2,2,2,2,3,8
29,11,1,1,1,1,1,1,1,1,2,4,8
30,11,1,1,2,1,2,1,2,1,2,4,8
31,11,1,1,1,1,2,1,2,1,1,4,8
32,11,1,1,2,2,2,2,2,2,1,3,8
33,11,2,2,2,2,2,2,2,2,2,4,8
34,11,2,2,2,2,2,2,2,2,2,3,8
35,11,2,2,2,2,2,2,2,2,2,4,8
36,11,2,2,2,2,2,2,2,2,2,4,8
37,11,1,1,2,1,2,1,2,1,2,4,8
38,11,2,1,2,2,2,2,2,2,2,3,8
39,11,2,2,2,2,2,2,2,2,2,5,8
40,11,2,2,2,2,2,2,2,2,2,3,8
41,11,1,1,1,1,1,1,1,1,2,5,8
42,11,1,1,1,1,1,1,1,1,2,3,8
43,11,1,1,2,1,2,1,2,1,2,4,8
44,11,1,1,3,2,3,1,3,2,1,4,8
45,11,1,1,2,1,1,1,2,1,2,4,8
46,11,1,1,2,1,2,1,2,2,2,3,8
47,11,1,1,2,1,2,1,2,1,1,4,8
48,11,1,1,2,2,2,2,2,2,1,4,8
49,11,1,1,2,1,-1,1,2,1,2,5,8
50,11,1,1,2,2,2,2,2,2,2,5,8
51,11,1,1,2,2,2,1,2,2,2,4,8
52,11,1,1,2,2,2,2,2,2,1,4,8
1,12,1,0,1,0,1,0,1,0,5,6,8
2,12,0,0,0,0,0,0,0,0,5,5,8
3,12,0,0,0,0,0,0,0,0,4,5,8
4,12,0,0,0,0,0,0,0,0,4,4,8
5,12,1,1,1,1,2,1,1,1,2,5,8
6,12,1,1,1,1,1,1,1,1,1,4,8
7,12,2,1,4,1,4,1,2,1,4,4,8
8,12,1,1,1,1,1,1,1,1,4,4,8
9,12,1,1,1,1,1,1,1,1,1,4,8
10,12,1,1,1,1,1,1,1,1,1,4,8
11,12,2,1,4,1,4,1,4,1,4,4,8
12,12,1,1,2,1,2,1,1,1,4,4,8
13,12,1,1,2,1,1,1,1,1,2,5,8
14,12,1,1,1,1,1,1,1,1,2,3,8
15,12,1,1,1,1,1,1,1,1,3,4,8
16,12,1,1,2,1,1,1,1,1,4,5,8
17,12,1,1,1,1,1,1,1,1,1,5,8
18,12,1,1,1,1,1,1,1,1,1,4,8
19,12,2,1,2,1,3,1,1,1,3,4,8
20,12,1,1,1,1,1,1,1,1,4,5,8
21,12,2,2,5,2,-1,2,-1,2,3,5,8
22,12,2,2,2,2,2,2,2,2,2,4,8
23,12,2,2,2,2,3,2,3,2,2,4,8
24,12,2,2,2,2,2,2,2,2,2,3,8
25,12,2,1,2,2,2,2,2,2,2,5,8
26,12,2,1,2,2,2,2,2,2,2,4,8
27,12,2,2,2,2,2,2,2,2,2,3,8
28,12,2,2,2,2,2,2,2,2,2,3,8
29,12,1,1,5,1,2,1,3,1,2,5,8
30,12,1,1,1,1,1,1,1,1,2,4,8
31,12,1,1,2,1,2,1,2,1,1,4,8
32,12,1,1,1,1,2,1,2,1,1,4,8
33,12,2,2,5,2,2,2,2,2,3,5,8
34,12,2,2,3,2,3,2,3,2,3,4,8
35,12,2,2,2,2,2,2,2,2,2,5,8
36,12,2,2,2,2,2,2,2,2,2,4,8
37,12,2,1,3,2,3,1,2,1,3,4,8
38,12,2,1,2,2,2,2,2,2,2,3,8
39,12,2,2,2,2,2,2,2,2,2,4,8
40,12,2,2,2,2,2,2,2,2,2,4,8
41,12,1,1,1,1,1,1,1,1,2,5,8
42,12,1,1,1,1,2,1,1,1,2,4,8
43,12,1,1,2,1,2,1,2,1,1,5,8
44,12,1,1,2,1,2,2,2,1,1,5,8
45,12,1,1,2,1,-1,1,2,1,2,4,8
46,12,1,1,2,1,2,1,2,2,2,4,8
47,12,1,1,2,1,3,1,2,1,1,5,8
48,12,1,1,2,1,2,1,2,2,1,4,8
49,12,1,1,7,1,-1,1,3,1,2,5,8
50,12,1,1,2,1,1,1,2,1,2,4,8
51,12,1,1,2,2,2,1,2,1,2,5,8
52,12,1,1,2,2,2,2,2,2,1,5,8
1,13,0,0,0,0,0,0,0,0,4,5,8
2,13,2,0,2,0,2,0,2,0,3,4,8
3,13,0,0,0,0,0,0,0,0,4,5,8
4,13,2,0,2,0,2,0,1,0,4,4,8
5,13,1,1,1,1,1,1,1,1,2,4,8
6,13,1,1,1,1,1,1,1,1,2,4,8
7,13,1,1,6,1,1,1,1,1,4,5,8
8,13,1,1,6,1,1,1,1,1,3,4,8
9,13,1,1,1,1,1,1,1,1,1,4,8
10,13,1,1,1,1,1,1,1,1,1,3,8
11,13,1,1,6,1,1,1,1,1,3,5,8
12,13,1,1,4,1,1,1,1,1,3,4,8
13,13,1,1,1,1,1,1,1,1,3,4,8
14,13,1,1,1,1,1,1,1,1,2,3,8
15,13,3,1,3,1,3,1,3,1,3,4,8
16,13,3,2,3,2,3,1,3,1,3,4,8
17,13,1,1,1,1,1,1,1,1,1,4,8
18,13,1,1,1,1,1,1,1,1,1,4,8
19,13,3,1,3,1,3,1,3,1,3,5,8
20,13,2,1,3,1,3,1,3,1,3,4,8
21,13,2,2,2,2,2,2,2,2,2,4,8
22,13,2,2,2,2,2,2,2,2,2,4,8
23,13,2,2,2,2,2,2,2,2,2,4,8
24,13,2,2,2,2,-1,2,4,2,2,4,8
25,13,2,1,2,1,2,1,2,1,2,4,8
26,13,2,2,2,2,3,2,2,2,2,4,8
27,13,2,2,2,2,2,2,3,2,2,4,8
28,13,2,2,2,2,2,2,2,2,2,4,8
29,13,1,1,1,1,1,1,1,1,2,4,8
30,13,1,1,1,1,1,1,1,1,2,4,8
31,13,1,1,1,1,2,1,2,1,1,5,8
32,13,1,1,2,1,2,2,2,2,1,4,8
33,13,2,2,2,2,2,2,2,2,3,4,8
34,13,2,2,3,2,3,2,3,2,3,4,8
35,13,2,2,2,2,2,2,2,2,2,3,8
36,13,2,2,2,2,2,2,2,2,2,4,8
37,13,2,2,3,2,2,2,2,2,3,4,8
38,13,2,2,3,2,3,2,3,2,3,4,8
39,13,2,2,2,2,2,2,2,2,2,4,8
40,13,2,2,2,2,2,2,2,2,2,4,8
41,13,1,1,3,1,2,1,2,1,3,4,8
42,13,1,1,1,1,2,1,2,1,2,4,8
43,13,1,1,1,1,1,1,2,1,2,4,8
44,13,1,1,2,1,2,1,2,1,1,4,8
45,13,1,1,2,1,2,1,2,1,2,4,8
46,13,1,1,2,2,2,1,2,1,2,4,8
47,13,1,1,1,1,1,1,3,1,1,5,8
48,13,1,1,2,1,2,1,2,2,1,4,8
49,13,2,1,3,2,2,2,2,1,2,4,8
50,13,1,1,3,1,3,1,3,1,2,4,8
51,13,1,1,8,8,1,1,-1,2,1,6,8
52,13,1,1,1,1,1,1,2,1,1,4,8
1,14,0,0,4,0,0,0,4,0,4,4,8
2,14,5,0,5,0,2,0,1,0,4,5,8
3,14,0,0,0,0,0,0,0,0,4,5,8
4,14,1,0,1,0,1,0,1,0,4,5,8
5,14,1,1,1,1,1,1,1,1,1,5,8
6,14,1,1,1,1,1,1,1,1,1,4,8
7,14,1,1,1,1,1,1,1,1,4,5,8
8,14,1,1,1,1,1,1,1,1,4,4,8
9,14,1,1,1,1,1,1,1,1,1,5,8
10,14,1,1,1,1,1,1,1,1,1,4,8
11,14,1,1,8,1,1,1,1,1,3,5,8
12,14,1,1,1,1,1,1,1,1,3,4,8
13,14,1,1,1,1,1,1,1,1,2,4,8
14,14,1,1,1,1,1,1,1,1,1,3,8
15,14,3,1,4,2,4,1,3,1,3,4,8
16,14,1,1,1,1,1,1,1,1,3,4,8
17,14,1,1,1,1,1,1,1,1,1,4,8
18,14,1,1,1,1,1,1,1,1,1,3,8
19,14,3,1,4,3,-1,1,3,1,3,4,8
20,14,1,1,1,1,1,1,1,1,3,4,8
21,14,2,2,3,2,2,2,2,2,2,5,8
22,14,2,2,2,2,2,2,2,2,2,3,8
23,14,2,2,4,2,2,2,3,2,2,4,8
24,14,2,2,2,2,2,2,2,2,2,2,8
25,14,2,2,3,2,2,2,2,2,3,4,8
26,14,2,2,2,2,2,2,2,2,2,3,8
27,14,2,2,3,3,3,2,3,3,2,4,8
28,14,2,2,2,2,2,2,2,2,2,3,8
29,14,1,1,1,1,2,1,3,1,2,5,8
30,14,1,1,2,1,2,1,2,1,2,3,8
31,14,1,1,3,2,2,2,3,2,2,5,8
32,14,1,1,2,2,2,2,2,2,1,3,8
33,14,2,2,5,2,3,2,2,2,3,5,8
34,14,2,2,2,2,2,2,2,2,2,4,8
35,14,2,2,3,2,3,2,3,2,2,6,8
36,14,2,2,2,2,2,2,2,2,2,3,8
37,14,2,1,4,2,2,1,2,1,3,4,8
38,14,2,1,2,2,2,2,2,1,2,3,8
39,14,2,2,2,2,2,2,2,2,2,4,8
40,14,2,2,2,2,2,2,2,2,2,2,8
41,14,1,1,4,1,1,1,1,1,3,4,8
42,14,1,1,1,1,1,1,1,1,2,3,8
43,14,1,1,2,1,2,1,2,1,2,4,8
44,14,1,1,2,2,2,2,2,2,2,3,8
45,14,1,1,3,3,2,1,3,2,2,5,8
46,14,1,1,2,2,2,2,2,2,2,4,8
47,14,1,1,8,2,2,1,3,2,2,5,8
48,14,1,1,2,2,2,1,2,2,1,4,8
49,14,1,1,2,2,2,1,2,1,2,4,8
50,14,1,1,2,1,2,1,2,1,2,4,8
51,14,1,1,1,1,1,1,1,1,1,5,8
52,14,1,1,2,2,2,1,2,2,1,4,8
1,15,3,0,3,0,3,0,2,0,4,5,8
2,15,0,0,0,0,0,0,0,0,4,5,8
3,15,0,0,0,0,0,0,0,0,3,4,8
4,15,0,0,0,0,0,0,0,0,4,4,8
5,15,1,1,1,1,1,1,1,1,2,4,8
6,15,1,1,1,1,1,1,1,1,1,4,8
7,15,2,1,3,1,3,1,2,1,3,4,8
8,15,1,1,3,1,3,1,2,1,3,3,8
9,15,1,1,1,1,1,1,1,1,1,5,8
10,15,1,1,1,1,1,1,2,1,1,4,8
11,15,2,1,3,1,3,1,2,1,3,4,8
12,15,1,1,2,1,-1,1,2,1,3,4,8
13,15,1,1,1,1,1,1,1,1,2,4,8
14,15,1,1,1,1,1,1,1,1,1,4,8
15,15,1,1,1,1,1,1,1,1,3,4,8
16,15,1,1,1,1,1,1,1,1,3,4,8
17,15,1,1,1,1,1,1,1,1,1,3,8
18,15,1,1,1,1,1,1,1,1,1,4,8
19,15,1,1,2,1,1,1,1,1,3,4,8
20,15,1,1,1,1,1,1,1,1,3,4,8
21,15,2,2,2,2,2,2,2,1,3,4,8
22,15,2,2,2,2,2,2,2,2,2,3,8
23,15,2,2,2,2,2,2,2,2,2,4,8
24,15,2,2,2,2,2,2,2,2,2,4,8
25,15,1,1,2,2,2,1,2,1,2,4,8
26,15,1,1,1,1,1,1,1,1,2,3,8
27,15,2,1,2,2,2,2,2,2,2,4,8
28,15,1,1,2,2,2,2,3,2,2,3,8
29,15,1,1,1,1,1,1,1,1,2,4,8
30,15,1,1,1,1,1,1,1,1,1,4,8
31,15,1,1,1,1,1,1,1,1,1,5,8
32,15,1,1,1,1,1,1,1,1,1,3,8
33,15,2,1,2,1,2,1,2,1,2,4,8
34,15,2,2,2,2,2,2,2,2,2,3,8
35,15,2,2,2,2,2,2,2,2,2,3,8
36,15,2,2,2,2,2,2,3,2,2,4,8
37,15,1,1,1,1,1,1,1,1,3,5,8
38,15,1,1,1,1,1,1,1,1,2,4,8
39,15,1,1,2,1,2,1,2,1,2,3,8
40,15,2,1,2,2,2,2,3,2,2,4,8
41,15,1,1,1,1,1,1,1,1,3,5,8
42,15,1,1,1,1,1,1,1,1,1,4,8
43,15,1,1,1,1,1,1,1,1,1,4,8
44,15,1,1,1,1,2,1,3,1,1,4,8
45,15,1,1,1,1,1,1,1,1,2,4,8
46,15,1,1,1,1,1,1,2,1,1,4,8
47,15,1,1,1,1,1,1,1,1,1,4,8
48,15,1,1,1,1,1,1,2,1,1,4,8
49,15,1,1,1,1,1,1,1,1,2,4,8
50,15,1,1,1,1,1,1,1,1,1,4,8
51,15,1,1,1,1,1,1,1,1,1,5,8
52,15,1,1,2,1,1,1,2,1,1,4,8
1,16,0,0,0,0,0,0,0,0,3,4,8
2,16,1,0,1,0,1,0,1,0,4,4,8
3,16,2,0,2,0,2,0,2,0,3,4,8
4,16,2,0,2,0,2,0,2,0,4,4,8
5,16,1,1,2,1,1,1,2,1,2,4,8
6,16,1,1,2,1,2,1,2,1,2,3,8
7,16,1,1,1,1,1,1,1,1,3,3,8
8,16,1,1,1,1,1,1,1,1,4,4,8
9,16,1,1,1,1,1,1,1,1,1,3,8
10,16,1,1,1,1,1,1,1,1,1,3,8
11,16,1,1,2,1,2,1,1,1,3,4,8
12,16,1,1,1,1,1,1,1,1,3,4,8
13,16,1,1,1,1,1,1,1,1,3,5,8
14,16,1,1,1,1,1,1,1,1,1,4,8
15,16,2,2,2,2,3,1,2,1,3,5,8
16,16,2,1,2,1,2,1,2,1,3,4,8
17,16,1,1,1,1,1,1,1,1,1,4,8
18,16,1,1,1,1,1,1,1,1,1,4,8
19,16,2,1,2,2,2,2,2,1,3,5,8
20,16,2,1,2,2,2,1,2,1,3,4,8
21,16,2,2,2,2,2,2,2,2,2,3,8
22,16,2,2,2,2,2,2,2,2,2,4,8
23,16,2,2,2,2,2,2,2,2,2,4,8
24,16,2,2,2,2,2,2,3,2,2,4,8
25,16,2,2,3,2,2,2,2,2,3,4,8
26,16,2,2,2,2,2,2,2,2,2,4,8
27,16,2,2,2,2,2,2,2,2,2,4,8
28,16,2,2,2,2,2,2,2,2,2,3,8
29,16,1,1,3,1,1,1,2,1,3,4,8
30,16,1,1,2,1,2,1,2,1,2,4,8
31,16,1,1,2,2,2,2,2,2,2,3,8
32,16,1,1,2,2,2,2,2,2,2,3,8
33,16,2,2,4,2,2,2,2,2,2,4,8
34,16,2,2,2,2,2,2,2,2,2,3,8
35,16,2,2,2,2,2,2,2,2,2,4,8
36,16,2,2,2,2,2,2,2,2,2,4,8
37,16,2,2,2,2,2,2,2,2,2,4,8
38,16,2,2,2,2,2,2,2,2,2,4,8
39,16,2,2,2,2,2,2,2,2,2,5,8
40,16,2,2,2,2,2,2,2,2,2,3,8
41,16,1,1,2,1,2,1,2,1,2,3,8
42,16,1,1,1,1,1,1,2,1,2,3,8
43,16,1,1,2,2,2,2,2,2,2,4,8
44,16,1,1,2,2,3,2,2,2,2,3,8
45,16,1,1,3,2,3,1,3,1,2,3,8
46,16,1,1,2,2,2,2,2,2,2,3,8
47,16,1,1,2,2,2,2,2,2,2,4,8
48,16,1,1,2,2,2,2,2,2,1,4,8
49,16,2,1,2,2,2,2,2,2,2,4,8
50,16,1,1,3,2,2,2,3,2,2,4,8
51,16,1,1,3,2,2,2,2,2,2,5,8
52,16,1,1,2,2,2,2,2,2,1,4,8
1,17,0,0,6,0,0,0,3,0,5,6,8
2,17,0,0,6,0,0,0,-1,0,5,5,8
3,17,1,0,0,0,1,0,0,0,4,5,8
4,17,0,0,0,0,0,0,0,0,4,5,8
5,17,1,1,5,2,-1,1,-1,2,3,5,8
6,17,1,1,5,1,-1,1,-1,2,2,4,8
7,17,3,1,6,4,3,1,-1,1,3,5,8
8,17,1,1,5,1,1,1,1,1,4,5,8
9,17,1,1,3,1,4,1,3,1,1,4,8
10,17,1,1,1,1,2,1,2,1,1,4,8
11,17,1,1,6,1,1,1,4,1,4,5,8
12,17,1,1,5,1,4,1,4,1,4,4,8
13,17,1,1,2,1,2,1,2,1,2,4,8
14,17,1,1,2,1,2,1,2,1,2,3,8
15,17,1,1,2,1,1,1,1,1,3,5,8
16,17,4,1,5,1,-1,1,-1,1,4,5,8
17,17,1,1,1,1,1,1,1,1,1,4,8
18,17,1,1,1,1,2,1,1,1,1,4,8
19,17,1,1,5,1,1,1,1,1,4,5,8
20,17,2,1,5,1,4,1,2,1,4,5,8
21,17,2,2,6,2,2,2,2,2,3,5,8
22,17,2,2,5,2,2,2,-1,2,3,5,8
23,17,2,2,6,2,3,2,3,2,2,5,8
24,17,2,2,2,2,3,2,-1,2,2,5,8
25,17,2,1,6,2,2,2,-1,2,3,5,8
26,17,2,1,5,2,2,1,-1,2,3,5,8
27,17,2,1,5,2,2,2,3,2,2,5,8
28,17,2,1,2,2,3,2,3,2,2,4,8
29,17,1,1,5,1,1,1,-1,1,3,5,8
30,17,1,1,5,1,3,1,-1,1,3,5,8
31,17,1,1,2,1,2,1,3,1,1,4,8
32,17,1,1,1,1,1,1,3,1,1,4,8
33,17,3,2,3,3,3,2,3,2,3,3,8
34,17,2,2,3,2,3,2,3,2,3,4,8
35,17,2,2,2,2,2,2,2,2,2,4,8
36,17,2,2,2,2,3,2,2,2,2,3,8
37,17,2,1,3,1,3,1,3,1,3,3,8
38,17,2,1,3,2,3,1,3,2,3,4,8
39,17,2,2,4,2,2,2,2,2,2,4,8
40,17,2,2,2,2,2,2,2,2,2,4,8
41,17,2,1,3,1,3,1,3,1,3,4,8
42,17,1,1,2,1,2,1,2,1,2,4,8
43,17,1,1,2,2,2,2,2,2,2,5,8
44,17,1,1,2,2,2,2,2,2,2,3,8
45,17,1,1,1,1,1,1,1,1,2,5,8
46,17,1,1,1,1,1,1,-1,1,1,5,8
47,17,1,1,1,1,1,1,2,1,1,4,8
48,17,1,1,1,1,1,1,4,1,1,4,8
49,17,2,1,2,2,2,2,2,1,2,4,8
50,17,1,1,2,2,2,2,2,2,2,4,8
51,17,1,1,2,1,1,1,2,1,1,5,8
52,17,1,1,2,2,2,2,2,2,1,4,8
1,18,0,0,0,0,0,0,0,0,4,4,8
2,18,0,0,0,0,0,0,0,0,4,4,8
3,18,0,0,0,0,0,0,0,0,4,5,8
4,18,2,1,2,1,2,1,2,1,4,5,8
5,18,1,1,1,1,1,1,1,1,1,4,8
6,18,1,1,1,1,1,1,1,1,1,3,8
7,18,1,1,1,1,1,1,1,1,4,4,8
8,18,2,1,2,1,2,1,2,1,3,4,8
9,18,1,1,1,1,1,1,1,1,1,4,8
10,18,1,1,1,1,1,1,1,1,1,4,8
11,18,1,1,2,1,2,1,2,1,3,4,8
12,18,2,1,3,1,2,1,2,1,3,4,8
13,18,1,1,2,1,1,1,1,1,2,5,8
14,18,1,1,1,1,1,1,2,1,2,4,8
15,18,1,1,2,1,1,1,1,1,3,5,8
16,18,2,1,3,1,2,1,2,1,4,4,8
17,18,1,1,1,1,1,1,1,1,1,4,8
18,18,1,1,1,1,2,1,2,1,1,4,8
19,18,1,1,1,1,1,1,1,1,3,5,8
20,18,2,1,4,1,2,1,2,1,4,4,8
21,18,2,2,2,2,2,2,2,2,2,4,8
22,18,2,2,2,2,2,2,2,2,2,3,8
23,18,2,2,2,2,2,2,2,2,2,4,8
24,18,2,2,2,2,2,2,2,2,2,3,8
25,18,1,1,1,1,2,1,1,1,3,4,8
26,18,2,2,2,2,2,2,2,2,2,3,8
27,18,2,2,2,2,2,2,2,2,2,3,8
28,18,2,2,2,2,2,2,2,2,2,3,8
29,18,1,1,1,1,1,1,1,1,2,4,8
30,18,1,1,2,1,2,1,2,1,2,3,8
31,18,1,1,1,1,1,1,2,1,1,4,8
32,18,1,1,2,1,2,2,2,2,1,3,8
33,18,2,2,2,2,2,2,2,2,2,4,8
34,18,2,2,2,2,2,2,2,2,2,3,8
35,18,2,2,8,8,2,2,-1,2,2,6,8
36,18,2,2,2,2,2,2,2,2,2,5,8
37,18,2,2,2,2,2,2,2,2,2,4,8
38,18,2,2,2,2,2,2,2,2,2,3,8
39,18,2,2,3,2,2,2,2,2,2,5,8
40,18,2,2,2,2,2,2,2,2,2,4,8
41,18,1,1,2,1,2,1,2,1,3,4,8
42,18,1,1,2,2,2,1,2,2,2,4,8
43,18,1,1,2,1,4,1,2,1,1,4,8
44,18,1,1,2,2,2,2,3,2,1,4,8
45,18,1,1,1,1,1,1,1,1,2,3,8
46,18,1,1,2,2,2,2,2,2,2,3,8
47,18,1,1,1,1,2,1,2,1,1,4,8
48,18,1,1,2,2,2,2,2,2,1,4,8
49,18,2,2,4,2,2,2,2,2,2,4,8
50,18,2,2,2,2,2,2,2,2,2,4,8
51,18,1,1,1,1,1,1,1,1,1,4,8
52,18,1,1,2,2,2,2,2,2,1,4,8
1,19,0,0,0,0,0,0,0,0,3,5,8
2,19,0,0,0,0,0,0,0,0,4,4,8
3,19,0,0,0,0,0,0,0,0,4,5,8
4,19,0,0,0,0,0,0,0,0,4,5,8
5,19,1,1,1,1,1,1,1,1,2,2,8
6,19,1,1,1,1,1,1,1,1,1,3,8
7,19,1,1,1,1,1,1,1,1,3,4,8
8,19,1,1,1,1,1,1,1,1,4,4,8
9,19,1,1,1,1,1,1,1,1,1,3,8
10,19,1,1,1,1,1,1,1,1,1,3,8
11,19,1,1,1,1,1,1,1,1,3,4,8
12,19,1,1,1,1,1,1,1,1,4,5,8
13,19,1,1,1,1,1,1,1,1,3,4,8
14,19,1,1,1,1,2,1,2,1,2,4,8
15,19,1,1,1,1,1,1,1,1,4,4,8
16,19,1,1,1,1,1,1,1,1,4,4,8
17,19,1,1,1,1,1,1,1,1,1,4,8
18,19,1,1,2,1,2,1,2,1,1,4,8
19,19,2,1,4,1,3,1,2,1,3,4,8
20,19,1,1,1,1,1,1,1,1,4,4,8
21,19,2,2,2,2,2,2,2,2,3,4,8
22,19,2,2,2,2,2,2,2,2,2,4,8
23,19,2,2,2,2,2,2,2,2,2,4,8
24,19,2,2,2,2,2,2,3,2,2,3,8
25,19,2,1,2,2,2,2,2,1,2,3,8
26,19,2,2,2,2,2,2,2,2,2,4,8
27,19,2,2,2,2,2,2,2,2,2,3,8
28,19,2,2,2,2,3,2,2,2,2,3,8
29,19,1,1,1,1,1,1,1,1,2,3,8
30,19,1,1,2,2,2,2,2,2,2,3,8
31,19,1,1,2,1,2,1,2,1,2,4,8
32,19,1,1,2,2,2,2,2,2,2,3,8
33,19,2,2,2,2,2,2,2,2,3,4,8
34,19,2,2,2,2,3,2,2,2,2,4,8
35,19,2,2,2,2,2,2,2,2,2,5,8
36,19,2,2,3,2,2,2,3,2,2,3,8
37,19,2,2,2,2,3,2,2,2,3,4,8
38,19,2,2,2,2,2,2,2,2,2,4,8
39,19,2,2,2,2,2,2,2,2,2,4,8
40,19,2,2,3,2,3,2,3,2,2,3,8
41,19,1,1,4,1,2,1,2,1,3,4,8
42,19,2,1,2,2,2,2,2,2,2,4,8
43,19,1,1,3,1,3,1,2,1,2,4,8
44,19,1,1,3,2,3,2,3,2,2,4,8
45,19,1,1,1,1,2,1,1,1,2,3,8
46,19,1,1,2,2,2,2,2,2,2,4,8
47,19,1,1,2,2,2,2,2,2,2,4,8
48,19,1,1,2,2,2,2,2,2,2,3,8
49,19,2,1,2,2,2,2,2,2,2,4,8
50,19,2,2,2,2,3,2,2,2,2,4,8
51,19,1,1,3,1,3,1,3,1,2,4,8
52,19,1,1,3,2,3,2,3,2,2,3,8
1,20,1,0,1,0,1,0,1,0,4,4,8
2,20,1,0,1,0,1,0,1,0,4,4,8
3,20,2,0,1,0,1,0,1,0,4,4,8
4,20,2,0,2,0,2,0,1,0,4,4,8
5,20,1,1,2,1,2,1,2,1,2,4,8
6,20,1,1,2,1,2,1,2,1,2,3,8
7,20,1,1,1,1,1,1,1,1,4,5,8
8,20,2,2,2,2,2,2,2,2,3,4,8
9,20,1,1,1,1,1,1,1,1,1,4,8
10,20,1,1,1,1,2,1,2,1,1,4,8
11,20,2,1,2,1,2,1,1,1,3,4,8
12,20,1,1,2,1,-1,1,2,1,3,4,8
13,20,2,1,3,2,3,1,2,1,3,5,8
14,20,1,1,2,1,3,1,2,1,2,4,8
15,20,1,1,1,1,1,1,1,1,3,4,8
16,20,2,1,2,1,2,1,2,1,2,4,8
17,20,1,1,1,1,1,1,2,1,1,4,8
18,20,1,1,1,1,1,1,2,1,1,4,8
19,20,1,1,1,1,1,1,1,1,3,3,8
20,20,2,1,2,1,2,1,1,1,3,4,8
21,20,2,2,6,2,2,2,2,2,2,5,8
22,20,2,2,2,2,2,2,2,2,2,3,8
23,20,2,2,4,2,2,2,3,2,2,4,8
24,20,2,2,2,2,2,2,3,2,2,3,8
25,20,2,2,2,2,2,2,2,2,2,4,8
26,20,2,2,2,2,2,2,2,2,2,3,8
27,20,2,2,2,2,2,2,2,2,2,4,8
28,20,2,2,2,2,2,2,2,2,2,4,8
29,20,2,1,2,2,2,2,2,2,2,4,8
30,20,1,1,2,2,2,2,2,2,2,3,8
31,20,1,1,2,1,2,2,2,2,2,4,8
32,20,1,1,2,2,2,2,2,2,1,3,8
33,20,3,3,3,3,3,2,3,2,3,5,8
34,20,2,2,2,2,2,2,2,2,2,4,8
35,20,2,2,8,3,-1,2,3,2,2,5,8
36,20,2,2,2,2,2,2,2,2,2,4,8
37,20,3,2,3,3,3,2,3,2,3,4,8
38,20,2,1,2,2,2,2,2,2,2,3,8
39,20,2,2,8,3,3,2,3,2,2,5,8
40,20,2,2,2,2,2,2,2,2,2,4,8
41,20,3,2,4,3,3,2,3,2,3,4,8
42,20,1,1,2,1,3,1,2,1,2,4,8
43,20,1,1,4,2,4,2,2,2,2,4,8
44,20,1,1,2,2,2,2,2,2,2,3,8
45,20,2,2,2,2,4,2,2,2,2,4,8
46,20,1,1,2,2,2,2,2,2,2,3,8
47,20,1,1,2,2,2,2,2,2,1,4,8
48,20,1,1,2,2,2,2,2,2,1,4,8
49,20,1,1,4,3,3,1,3,2,3,4,8
50,20,1,1,2,2,3,1,2,2,2,4,8
51,20,1,1,3,1,1,1,2,1,1,5,8
52,20,1,1,2,2,2,2,2,2,1,5,8
1,21,0,0,0,0,0,0,0,0,4,5,8
2,21,3,0,3,0,1,0,1,0,4,4,8
3,21,0,0,0,0,0,0,0,0,4,4,8
4,21,0,0,0,0,0,0,0,0,4,5,8
5,21,1,1,1,1,2,1,1,1,2,4,8
6,21,1,1,1,1,1,1,2,1,1,4,8
7,21,2,2,2,2,2,2,2,1,3,5,8
8,21,2,2,2,2,2,1,2,1,4,4,8
9,21,1,1,1,1,1,1,1,1,1,4,8
10,21,1,1,1,1,1,1,1,1,1,4,8
11,21,1,1,1,1,2,1,1,1,3,4,8
12,21,1,1,2,1,1,1,1,1,4,4,8
13,21,1,1,1,1,1,1,1,1,2,5,8
14,21,1,1,1,1,1,1,1,1,1,4,8
15,21,1,1,1,1,1,1,1,1,3,4,8
16,21,1,1,1,1,1,1,1,1,3,5,8
17,21,1,1,1,1,1,1,1,1,1,5,8
18,21,1,1,1,1,3,1,2,1,1,3,8
19,21,1,1,1,1,1,1,1,1,2,5,8
20,21,1,1,1,1,1,1,1,1,4,5,8
21,21,2,2,3,2,3,2,3,2,3,4,8
22,21,2,2,3,2,2,2,3,2,2,4,8
23,21,2,2,2,2,2,2,2,2,2,3,8
24,21,2,2,2,2,2,2,2,2,2,4,8
25,21,1,1,4,1,4,1,4,1,3,4,8
26,21,1,1,3,2,2,2,2,2,2,4,8
27,21,2,1,2,2,2,2,2,2,2,4,8
